date,ticker,action,shares,price,cost,proceeds
2017-07-31,QQQ,sell,9.312661555443567e-05,129.9971375906808,,0.012094087262128825
2017-07-31,IWM,sell,1.2199642061422756e-05,38.405245968545074,,0.0004680617238430521
2017-07-31,DIA,buy,2.2991802221488983e-05,69.43922364424976,1.5965328964423322e-06,
2017-07-31,SPY,buy,0.00032544722289471265,10.455167321593716,3.4026051697122262e-06,
2017-08-31,QQQ,sell,8.598172850301692e-05,167.09427325112617,,0.014352687382650164
2017-08-31,AAPL,buy,1.0971399301838882e-06,808.2564590074838,8.867704350061475e-07,
2017-08-31,IWM,sell,1.9444415880385223e-06,38.86583994369383,,7.549678318502649e-05
2017-08-31,DIA,buy,0.00012166600598562918,60.40915563965902,7.34974069164156e-06,
2017-08-31,SPY,sell,0.00018980527154515044,10.982327468439303,,0.0020824191436975416
2017-10-31,QQQ,buy,4.2459770842557165e-05,150.71923550610296,6.399504201154537e-06,
2017-10-31,IWM,sell,0.0003392229110994406,52.98920048561698,,0.017957175694717324
2017-10-31,AAPL,sell,1.4764959308941782e-05,1068.2758474370874,,0.01575727636871576
2017-10-31,SPY,sell,0.00014318015791872033,11.58113629814777,,0.0016565307351229749
2017-10-31,DIA,buy,0.0002145301398528385,49.63164647906198,1.0647484060279807e-05,
2017-11-30,IWM,sell,6.139180068524201e-05,56.80459080646341,,0.003483848780680335
2017-11-30,AAPL,sell,4.337995981676408e-06,1177.2000585170113,,0.005101582434352552
2017-11-30,QQQ,sell,2.7514426735511803e-05,164.46544062430715,,0.004520647144264585
2017-11-30,SPY,buy,0.00021982954665097833,11.142969441859634,2.4495539207497084e-06,
2017-11-30,DIA,buy,9.926818961655359e-05,45.826022816530894,4.5490663223239e-06,
2018-01-31,IWM,sell,2.3518358299439313e-06,56.46369905585031,,0.00013266055718018938
2018-01-31,AAPL,sell,1.8781771484016382e-06,1216.6630901652022,,0.002282823704438753
2018-01-31,DIA,sell,0.000162023509853065,52.61284910156152,,0.00851599395632987
2018-01-31,SPY,buy,0.000620534796133043,9.804048838026151,6.083753446982955e-06,
2018-01-31,QQQ,buy,9.191532044268587e-05,127.6437340722693,1.1732414719753612e-05,
2018-02-28,AAPL,buy,4.439485119574993e-06,1108.0406966360488,4.919130184599248e-06,
2018-02-28,IWM,sell,2.1203077148922362e-05,57.849208398475874,,0.0012253546474482945
2018-02-28,SPY,sell,0.0005980588468893419,11.018383832204805,,0.006583052287343302
2018-02-28,DIA,buy,6.20637485719271e-05,49.70300195285371,3.084754616471915e-06,
2018-02-28,QQQ,sell,1.2831784718792753e-05,131.8765809330478,,0.001690519684087335
2018-04-30,SPY,sell,0.0004629141768707412,12.214411802306268,,0.005648570161039447
2018-04-30,IWM,sell,0.0001532442594690222,69.46610387085627,,0.010634636364241659
2018-04-30,DIA,sell,8.079888115881473e-05,53.904854882763296,,0.004351096511591991
2018-04-30,AAPL,buy,9.906712546322479e-06,924.8308015953405,9.162032905390037e-06,
2018-04-30,QQQ,buy,7.304972634424305e-05,112.39181400336622,8.210191256278968e-06,
2018-05-31,IWM,sell,7.734359770182413e-05,77.85834561597717,,0.006015822716490669
2018-05-31,SPY,buy,0.00014914256182548252,11.935455728010865,1.78008444383017e-06,
2018-05-31,DIA,buy,2.1575618421766076e-05,53.29915393818045,1.149962207573152e-06,
2018-05-31,QQQ,sell,6.233608246734683e-05,130.31918831253932,,0.008115464082058425
2018-05-31,AAPL,buy,3.4963291704697937e-06,881.5378100948183,3.0821463603065744e-06,
2018-07-31,IWM,buy,2.029560348771719e-05,74.9340507969253,1.5208317827028544e-06,
2018-07-31,QQQ,sell,7.613516918014804e-06,131.41482030353427,,0.0009995284287011748
2018-07-31,SPY,buy,0.00011223294635402496,11.536361613647198,1.294759854105099e-06,
2018-07-31,DIA,buy,0.0001284334618566515,46.91962021880522,6.026049253700495e-06,
2018-07-31,AAPL,buy,2.6379599198443724e-07,869.1845907514228,2.292874113348587e-07,
2018-08-31,IWM,sell,4.6537196848625974e-05,79.86091449620231,,0.0037127865953226337
2018-08-31,QQQ,sell,1.2103266317003948e-05,135.01679854918476,,0.0016325101258399452
2018-08-31,AAPL,sell,6.915977383029976e-07,876.5581673479694,,0.0006056194203828472
2018-08-31,DIA,buy,5.259773512678338e-05,44.760138364986425,2.3542819019597306e-06,
2018-08-31,SPY,buy,0.0005617920312145225,10.278902087796697,5.774605282558502e-06,
2018-10-31,AAPL,sell,1.4359790856714165e-05,1150.60886669917,,0.016505980180997307
2018-10-31,QQQ,buy,3.105160557574573e-05,126.27192203931625,3.920945918456162e-06,
2018-10-31,IWM,buy,2.6035336008008083e-05,77.49459542574319,2.01759783071387e-06,
2018-10-31,SPY,sell,6.978151081859455e-05,10.496185685300702,,0.0007317072552578354
2018-10-31,DIA,buy,0.00012509698228269236,40.87569466204934,5.113426050931129e-06,
2018-11-30,AAPL,buy,2.578716839841163e-06,1107.6659933294184,2.856356949917961e-06,
2018-11-30,SPY,sell,0.0008614719789768709,12.769203974784146,,0.010989311106698508
2018-11-30,IWM,sell,6.788173970076385e-06,79.42340403962264,,0.0005386007440327093
2018-11-30,QQQ,sell,3.805452200260806e-06,129.30587480465212,,0.0004915752584562297
2018-11-30,DIA,sell,7.169010228115025e-05,43.843236748711995,,0.0031399830007249967
2018-12-31,AAPL,buy,9.05886309302181e-07,1084.5966643831584,9.825212693795157e-07,
2018-12-31,SPY,sell,0.00017494932828713335,13.264618495738597,,0.0023183154597187384
2018-12-31,QQQ,sell,3.108873256558428e-05,138.99181188805642,,0.00431675818932519
2018-12-31,IWM,buy,0.00010357431216942534,68.9408401876737,7.1405001028205795e-06,
2018-12-31,DIA,buy,2.4960359548749367e-05,42.86102110013975,1.0698264972860212e-06,
2019-01-31,SPY,sell,0.0006036472568261056,15.616225057761746,,0.009417264726678875
2019-01-31,QQQ,sell,3.633145757703829e-05,153.9887535452306,,0.00558904123090278
2019-01-31,AAPL,buy,1.4931893620739889e-06,1060.649504942602,1.5837505576693361e-06,
2019-01-31,DIA,buy,8.01014338400951e-05,40.618736659373425,3.2536190471890457e-06,
2019-01-31,IWM,buy,7.403067763591634e-05,63.52516414394229,4.702810948508864e-06,
2019-02-28,SPY,buy,0.0002558706040913716,14.354699379031906,3.672945601662931e-06,
2019-02-28,QQQ,buy,3.3816586341528434e-05,138.72823149545982,4.691315218373762e-06,
2019-02-28,AAPL,sell,2.373341435744511e-06,1094.6084960210421,,0.002595281819825195
2019-02-28,DIA,buy,0.00017237012566729756,35.5445072536233,6.1268111820892185e-06,
2019-02-28,IWM,buy,5.657097044684521e-06,62.18846431057086,3.518061776647992e-07,
2019-04-30,AAPL,sell,1.0719205598250207e-05,1399.3350656413168,,0.014984760509180774
2019-04-30,QQQ,sell,2.513116447773326e-05,148.8315390510454,,0.003736569577478637
2019-04-30,DIA,sell,0.00014122221291128808,39.30827971032767,,0.005545651044181931
2019-04-30,SPY,buy,0.0010504396504864223,11.307170123251286,1.1877499832258597e-05,
2019-04-30,IWM,buy,0.00016461502280114455,52.633843246795685,8.66432130618314e-06,
2019-05-31,AAPL,sell,7.59086645842513e-06,1778.9599669134873,,0.013490343696180945
2019-05-31,QQQ,sell,4.575753892173493e-05,174.2480875815923,,0.007965190485903035
2019-05-31,DIA,buy,9.609571111349148e-05,37.73462694269495,3.6261358096605863e-06,
2019-05-31,IWM,sell,4.4639681013096356e-05,56.403912199816105,,0.0025153347958419944
2019-05-31,SPY,sell,8.691284486621927e-05,11.810610895805294,,0.001025467298769842
2019-07-31,AAPL,sell,1.8794345992976033e-06,1880.0834615728486,,0.0035299604133399707
2019-07-31,QQQ,sell,3.1041558707555145e-07,173.41149504096452,,5.377580140775129e-05
2019-07-31,DIA,sell,0.0001482698073321841,41.645299537927535,,0.006168565798240831
2019-07-31,SPY,buy,0.0005365389172367627,10.55743466188941,5.664474562288012e-06,
2019-07-31,IWM,buy,0.00018966170950501424,47.14455282143861,8.941516481963488e-06,
2019-09-30,QQQ,sell,6.890952086123015e-05,223.08304608313318,,0.01535717327203458
2019-09-30,SPY,sell,0.001326195335577319,14.242978552159737,,0.01887008274888144
2019-09-30,DIA,buy,0.00026313206273806617,35.278423427217376,9.282884326550627e-06,
2019-09-30,IWM,buy,2.190682491990336e-05,46.8723657385858,1.0268247098168758e-06,
2019-09-30,AAPL,buy,9.198149391221631e-06,1455.2180036472862,1.3385312594343044e-05,
2019-10-31,SPY,sell,0.00017290809439954053,14.89547462448998,,0.002572972584364777
2019-10-31,QQQ,sell,1.066080895600709e-05,232.94087529985617,,0.0024808548314472203
2019-10-31,IWM,buy,8.812134559878508e-05,43.71746713016214,3.852442029680545e-06,
2019-10-31,DIA,sell,1.713100680346912e-05,35.67503019606748,,0.0006105380358177955
2019-10-31,AAPL,buy,9.457608294454779e-07,1421.4982672656647,1.3443973803044849e-06,
2019-12-31,QQQ,sell,8.502761905194582e-06,244.91642549055882,,0.0020803835865649332
2019-12-31,SPY,sell,0.0005812220013440695,17.830983507492775,,0.01035339616023789
2019-12-31,IWM,sell,0.00022515830597009392,53.65311143835013,,0.012068363237802101
2019-12-31,DIA,buy,0.00024216573554626942,31.426722690221563,7.61047541608614e-06,
2019-12-31,AAPL,buy,3.2214260673131057e-06,1334.980890025174,4.300542238491946e-06,
2020-01-31,SPY,buy,9.74414274252538e-05,17.35793279992339,1.6913817491761676e-06,
2020-01-31,IWM,sell,5.1022093508779455e-05,56.482761033001836,,0.0028789868463448046
2020-01-31,QQQ,sell,1.2162123937898298e-05,258.9699241750123,,0.0031464746896906195
2020-01-31,AAPL,sell,4.6916399870544265e-07,1353.3949403643808,,0.0006343292178670179
2020-01-31,DIA,buy,8.382683531179495e-05,30.13813177109239,2.5263842085805364e-06,
2020-03-31,DIA,sell,0.0003847245853908592,37.3927221632313,,0.014371513631353867
2020-03-31,IWM,buy,7.308484059115588e-05,52.30179361915928,3.822468249287789e-06,
2020-03-31,SPY,buy,0.00013459426808247552,16.551535137946306,2.2277417575332585e-06,
2020-03-31,QQQ,buy,4.302196582080012e-05,215.4245625811912,9.267988168328825e-06,
2020-03-31,AAPL,buy,4.949774697945086e-06,1203.3013730039956,5.95607069009776e-06,
2020-04-30,DIA,sell,5.1194618039382975e-05,38.7406708646796,,0.001981330533659218
2020-04-30,QQQ,sell,1.9372267773412415e-05,232.66371146206293,,0.004502716495879447
2020-04-30,IWM,buy,4.518438933014341e-05,50.30833194610862,2.2731512572030632e-06,
2020-04-30,AAPL,sell,1.278645104972476e-07,1208.3359000206915,,0.00015434877509402445
2020-04-30,SPY,buy,0.00019443231534643866,15.696118036598088,3.051832571806763e-06,
2020-06-30,IWM,sell,0.00012670985252737012,55.50923768987701,,0.007026533754269461
2020-06-30,AAPL,buy,3.6108133149330144e-06,1101.7614592098328,3.978254946794892e-06,
2020-06-30,DIA,buy,0.0002740646207783216,32.07942899237716,8.791836541580943e-06,
2020-06-30,QQQ,buy,3.640305841008857e-05,198.93287290739016,7.24176499213445e-06,
2020-06-30,SPY,buy,0.00023350884512233225,14.475083173310093,3.3800599548493443e-06,
2020-07-31,IWM,buy,1.3212429003963072e-05,55.31507256814094,7.308464691556275e-07,
2020-07-31,SPY,sell,0.0003107161266842624,15.87858634483808,,0.004928799113443418
2020-07-31,AAPL,sell,3.0044142696198566e-06,1181.5486370980352,,0.0035463117239616835
2020-07-31,QQQ,buy,1.5109301835581073e-05,190.65269771882396,2.8806291556015103e-06,
2020-07-31,DIA,sell,9.251727670979795e-05,34.182143474418524,,0.003159276387530436
2020-08-31,SPY,sell,0.00020187778489712867,16.76771803737155,,0.0033816447453890344
2020-08-31,IWM,buy,8.3674252236172e-05,50.97779618363092,4.265528976313301e-06,
2020-08-31,DIA,sell,0.00012462965236204678,36.81904534940039,,0.004584156077376007
2020-08-31,AAPL,buy,3.6891280775194134e-06,1093.692886575832,4.034773136050158e-06,
2020-08-31,QQQ,buy,1.447840567842711e-05,181.20326195707926,2.6235343368688915e-06,
2020-09-30,IWM,sell,0.0002066776732933493,63.38550350097042,,0.013087268015723904
2020-09-30,SPY,sell,0.00020650997450031693,18.080063840689352,,0.0037299798091821553
2020-09-30,DIA,sell,1.3047793656393398e-05,37.59560075053319,,0.0004900491013401247
2020-09-30,AAPL,buy,5.385061570462931e-06,1003.1454311643486,5.401999910948601e-06,
2020-09-30,QQQ,buy,7.343574504000078e-06,179.25291676882688,1.3163571493512052e-06,
2020-11-30,IWM,sell,8.993990362166397e-05,71.48394728816756,,0.006422830070264303
2020-11-30,SPY,sell,5.90357829062171e-05,18.71379676290633,,0.0011036788594029603
2020-11-30,DIA,sell,0.00014103849994788432,42.07490130818925,,0.005928246784996325
2020-11-30,QQQ,sell,2.158477955071321e-05,195.24147926435484,,0.004210030044787167
2020-11-30,AAPL,buy,4.254425072858148e-06,948.5210035783051,4.035411539756115e-06,
2020-12-31,IWM,sell,7.731589727496071e-05,80.31994391696192,,0.006203798524481419
2020-12-31,SPY,sell,0.000267828139371241,20.82399552838127,,0.0055716747246647574
2020-12-31,DIA,sell,5.124854971457599e-05,44.43942006152797,,0.0022751783724818315
2020-12-31,QQQ,sell,2.4272043654791683e-05,216.1499564151499,,0.005241154776911748
2020-12-31,AAPL,buy,4.774446926322819e-06,895.2957530234892,4.274542056172872e-06,
2021-03-31,IWM,sell,1.8407877587353605e-05,80.22749167136556,,0.0014753410279811012
2021-03-31,QQQ,buy,2.8202569709153888e-05,190.9091001590952,5.3841272053487245e-06,
2021-03-31,SPY,buy,0.000254791824914875,18.61710247939662,4.743485515352709e-06,
2021-03-31,AAPL,buy,5.780261913316382e-06,802.0358469609353,4.6359772593027405e-06,
2021-03-31,DIA,buy,0.0002748834162604359,35.893160432606855,9.866434560098878e-06,
2021-04-30,IWM,sell,7.286713016254904e-05,90.31907081932773,,0.0065747101980628865
2021-04-30,AAPL,sell,5.4016084453389505e-06,877.3568544922002,,0.004734399056606284
2021-04-30,QQQ,sell,1.1638231754385823e-05,200.90678780846335,,0.0023358615577865685
2021-04-30,DIA,sell,7.208897998976674e-05,38.02303219072124,,0.0027383005651404127
2021-04-30,SPY,buy,0.0003580638507534339,16.89062308357695,6.047921542930403e-06,
2021-05-31,AAPL,sell,1.0290088823131912e-05,1038.4697135562442,,0.01067525964703348
2021-05-31,IWM,buy,4.618348147822609e-05,84.38278023911774,3.8970905682545165e-06,
2021-05-31,SPY,sell,0.0001496685769517385,17.66983958451301,,0.002641975125833981
2021-05-31,QQQ,buy,2.2722081406877906e-05,186.52970500158054,4.238343141846834e-06,
2021-05-31,DIA,buy,0.00012417483335357441,35.21466410202051,4.372775046470496e-06,
2021-06-30,SPY,sell,0.0005578152834255991,21.54387424726838,,0.01200548481700615
2021-06-30,IWM,sell,0.00012796994739154978,104.91345561940099,,0.013412343626884158
2021-06-30,AAPL,buy,1.324781930686758e-05,852.5691607477436,1.1294682188193846e-05,
2021-06-30,DIA,sell,7.130111223304769e-05,37.30583310204553,,0.002657287445563338
2021-06-30,QQQ,buy,2.600282463846804e-05,174.65784970868233,4.5415974377067725e-06,
2021-08-31,SPY,sell,5.350669219272852e-05,21.93142425659607,,0.00117230448907878
2021-08-31,IWM,buy,5.419298150780331e-05,95.57113507688173,5.179284755901224e-06,
2021-08-31,AAPL,sell,7.868814640569208e-06,959.505955791936,,0.007542624338136289
2021-08-31,QQQ,sell,1.3822385030350895e-05,181.73892105013647,,0.002509553276413774
2021-08-31,DIA,buy,0.00023410872640572877,32.462427102017394,7.599737464892105e-06,
2021-09-30,SPY,sell,7.669433779849142e-05,22.840638680998985,,0.001749995910875292
2021-09-30,QQQ,sell,4.169786662927007e-05,210.87257608848535,,0.00878414361695476
2021-09-30,IWM,sell,2.1139010372489206e-06,97.03833085710929,,0.0002049242988234955
2021-09-30,AAPL,sell,4.906484298223442e-06,1054.725335185134,,0.005169818302728293
2021-09-30,DIA,buy,0.0001782711703314276,29.925276646901867,5.334814090334935e-06,
2021-11-30,AAPL,sell,4.4921107475317e-06,1145.677117519433,,0.005141361984317374
2021-11-30,SPY,sell,0.00020042460692191793,24.738505137062226,,0.0049532469627636124
2021-11-30,QQQ,buy,7.94312155227472e-05,164.88527675233678,1.3097037954242681e-05,
2021-11-30,DIA,sell,0.0001302527735652524,32.018624199524275,,0.004166344093123815
2021-11-30,IWM,buy,8.459003937262566e-06,95.76452896933448,8.100725276016954e-07,
2021-12-31,SPY,sell,0.00013020340600687673,26.382385822808672,,0.0034316414162245093
2021-12-31,AAPL,buy,5.6250246390355776e-06,1044.0021395456415,5.872537758150093e-06,
2021-12-31,IWM,sell,3.07585384252139e-05,101.63479711963271,,0.0031230116747304982
2021-12-31,DIA,sell,0.00012154675697253169,34.554655052536766,,0.00419580625368041
2021-12-31,QQQ,sell,1.9301062513946707e-05,175.72250437998824,,0.0033882394111032815
2022-01-31,SPY,sell,0.00024063736882207936,30.267225701911737,,0.007276142128897602
2022-01-31,DIA,buy,4.570739643655749e-06,35.39216105963699,1.6176835362993208e-07,
2022-01-31,QQQ,sell,7.077880912359312e-05,227.125181866583,,0.016059574244601756
2022-01-31,AAPL,sell,3.7636878194516405e-06,1146.5317023415043,,0.004310872215315156
2022-01-31,IWM,buy,3.086197409090741e-05,99.2272653752424,3.062349293122325e-06,
2022-02-28,DIA,sell,0.00023474238573237272,41.393027645010235,,0.009706981364013685
2022-02-28,SPY,buy,7.972173875901017e-05,29.52109942813764,2.3534733764887532e-06,
2022-02-28,QQQ,sell,9.073507578801431e-06,238.0189118107049,,0.002157506733812288
2022-02-28,AAPL,sell,3.31893182782484e-06,1237.4464789836563,,0.00410289350382431
2022-02-28,IWM,buy,1.2982204324572919e-05,98.4970803313659,1.2787092222356644e-06,
2022-03-31,QQQ,buy,2.2024899035871836e-06,238.27819062494459,5.248053090964628e-07,
2022-03-31,DIA,sell,5.0852756436647146e-05,43.22802640944797,,0.0021960660339383716
2022-03-31,AAPL,sell,7.405736908289653e-06,1461.8427242881944,,0.010815196594758401
2022-03-31,IWM,sell,5.8570189887943345e-05,109.4521917116471,,0.006404225016550547
2022-03-31,SPY,buy,0.00039772738676858597,25.116334100874983,9.989453927147729e-06,
2022-05-31,DIA,sell,0.0003447202326801065,56.96737724599259,,0.019618169731874555
2022-05-31,AAPL,sell,2.412757416984949e-06,1561.4964080920172,,0.003763744528179152
2022-05-31,QQQ,sell,6.622116536453195e-06,246.5184310255379,,0.0016308413048560762
2022-05-31,SPY,sell,0.0002578881401323549,28.214895894266252,,0.00726901073917414
2022-05-31,IWM,buy,0.00034264125380950496,69.45155249040008,2.3796967024327327e-05,
2022-06-30,DIA,sell,6.48375122634208e-05,61.62672013748863,,0.003991727499446152
2022-06-30,AAPL,sell,2.7253405227535817e-06,1705.0651508375206,,0.004642236266362931
2022-06-30,QQQ,sell,1.7630335366118697e-05,269.59197890029765,,0.004748244003027815
2022-06-30,SPY,buy,1.2131120340751981e-05,28.611967871247963,3.4709522543183833e-07,
2022-06-30,IWM,sell,7.467044760913334e-05,77.03410207929919,,0.00574641871254551
2022-08-31,AAPL,sell,2.685807339309933e-06,1834.696319671644,,0.004922713199938245
2022-08-31,DIA,buy,2.2923472095164824e-05,60.363143689512235,1.3837328399429584e-06,
2022-08-31,QQQ,buy,1.112336624648077e-05,257.93944403644844,2.8691549054310464e-06,
2022-08-31,SPY,buy,7.81009385825912e-05,27.684650549376205,2.162197192237331e-06,
2022-08-31,IWM,sell,2.7056682782136405e-05,79.62323370717958,,0.0021521862359265656
2022-09-30,AAPL,sell,2.0832352705302986e-07,1865.4547067823607,,0.0003882294859705024
2022-09-30,IWM,sell,3.2734954256320855e-05,83.82462973440641,,0.002741251424488918
2022-09-30,SPY,sell,0.00027422267157330583,31.657826511603993,,0.00867261246845406
2022-09-30,QQQ,sell,9.2229393384817e-06,270.569973288225,,0.0024929550000014613
2022-09-30,DIA,buy,6.372764232054546e-05,57.628205681545765,3.6725096792483743e-06,
2022-10-31,IWM,sell,7.696310325066061e-06,83.79234987281447,,0.0006442470355602023
2022-10-31,AAPL,buy,1.6757210872078278e-06,1763.2027391274341,2.9546360109784438e-06,
2022-10-31,SPY,buy,0.00014106309407683386,29.354707901416443,4.140865922295486e-06,
2022-10-31,DIA,sell,1.918992936398309e-05,58.01417121335276,,0.0011121745598465663
2022-10-31,QQQ,buy,1.8906356068344038e-05,248.59799720507917,4.700082253036423e-06,
2022-11-30,AAPL,sell,3.6740617396873904e-06,1956.8543508753762,,0.0071824140969913314
2022-11-30,IWM,sell,1.401899422138705e-05,85.32362414401881,,0.0011949552424289774
2022-11-30,SPY,buy,0.000413258230930164,24.765446002783914,1.0234524403306981e-05,
2022-11-30,QQQ,sell,3.0211615173795326e-05,280.81660646913616,,0.008475439325807608
2022-11-30,DIA,buy,0.00012693020429222,52.14829516661204,6.619193758989055e-06,
2023-01-31,IWM,sell,7.910388950980334e-05,93.10599795866817,,0.00735768152864724
2023-01-31,AAPL,buy,3.7384676911610647e-07,1894.0138310890852,7.080709514138736e-07,
2023-01-31,QQQ,buy,1.0973548485668889e-05,262.48036866325657,2.8803410520624907e-06,
2023-01-31,DIA,buy,0.00020363854995191183,43.91399835782176,8.942582948177462e-06,
2023-01-31,SPY,buy,0.0008589015455864033,18.29378479633195,1.5712560036194558e-05,
2023-02-28,AAPL,sell,3.285414235491699e-08,1911.7798290323487,,6.274707676763338e-05
2023-02-28,QQQ,sell,1.3973557241041962e-05,280.75779192136304,,0.003919261891205433
2023-02-28,IWM,sell,1.6047424438790474e-06,94.10752532072412,,0.00015086732183041757
2023-02-28,SPY,sell,0.00044409923647900553,21.126373204408182,,0.009372824003438546
2023-02-28,DIA,buy,0.00013336578659577862,40.57394977535236,5.411176727087482e-06,
2023-03-31,IWM,sell,1.734966748259258e-05,97.23603522703141,,0.0016853258656361388
2023-03-31,QQQ,buy,6.293669896001778e-07,281.98895833988917,1.7747454181086599e-07,
2023-03-31,SPY,sell,0.0002892094486168415,23.49940562473975,,0.006789453893410933
2023-03-31,AAPL,buy,1.6147596173672529e-06,1837.6100521405367,2.9672985046646706e-06,
2023-03-31,DIA,sell,3.803439539236853e-05,41.86327426073438,,0.0015906520813262837
2023-05-31,SPY,sell,0.0002724103675747296,25.76661440746747,,0.007012073808992643
2023-05-31,AAPL,sell,3.015115000485247e-06,1985.7623576453072,,0.00598131457006338
2023-05-31,IWM,buy,2.2114121727686686e-05,93.05303144415856,2.0577860644863793e-06,
2023-05-31,QQQ,buy,6.729120000688625e-05,215.83371318544766,1.452370956219088e-05,
2023-05-31,DIA,buy,0.0002061382073853988,36.54015925062062,7.532322925499932e-06,
2023-06-30,SPY,sell,0.0001479110886901604,27.21634045430672,,0.004021572948211803
2023-06-30,IWM,sell,3.455269649932564e-06,92.92971364385824,,0.0003207761219114169
2023-06-30,AAPL,buy,1.412799432021279e-06,1890.7566188065327,2.6712598771403434e-06,
2023-06-30,DIA,buy,0.00016232719921023498,33.243959611553144,5.3963988544015936e-06,
2023-06-30,QQQ,buy,1.1310623515183656e-05,206.62868471578233,2.3370992602577973e-06,
2023-07-31,SPY,sell,2.3997017233145894e-06,26.981870287925027,,6.468369218755622e-05
2023-07-31,AAPL,sell,1.2146816921097218e-06,1942.341139033172,,0.0023569668951937224
2023-07-31,IWM,sell,6.321832139458356e-07,92.11965208615528,,5.8178261225674444e-05
2023-07-31,QQQ,buy,1.67202476460242e-05,194.1457023728042,3.2461642230845947e-06,
2023-07-31,DIA,buy,0.00029629982901398363,28.527730385873483,8.452761635491339e-06,
2023-08-31,SPY,sell,4.776256798044937e-05,27.345376967592923,,0.001304779340939306
2023-08-31,AAPL,sell,1.5961593968220926e-07,1937.925850366319,,0.0003090145317850238
2023-08-31,IWM,buy,4.0449770206559465e-05,86.37590660706674,3.4938855736390912e-06,
2023-08-31,QQQ,sell,6.2413358566083496e-06,196.51730075686876,,0.0012253039451820744
2023-08-31,DIA,buy,0.00023991665585140504,25.56003267047542,6.132277561753121e-06,
2023-10-31,SPY,sell,0.0005370550617390653,35.30210119132941,,0.01894021296269332
2023-10-31,AAPL,buy,1.187544881267358e-06,1849.5100540346161,2.196376197521323e-06,
2023-10-31,IWM,buy,4.514847272193566e-05,80.46118202145472,3.6326994816703483e-06,
2023-10-31,QQQ,buy,0.00012006297556996118,141.35440943949274,1.6971431007240105e-05,
2023-10-31,DIA,buy,0.000273002512949433,22.760191527433147,6.213589482199643e-06,
2023-11-30,SPY,sell,5.893990059936726e-05,36.753969144450764,,0.0021641090127181334
2023-11-30,AAPL,sell,1.9812181059073244e-06,1977.6852378544695,,0.003914307575221885
2023-11-30,IWM,buy,3.243191039258031e-05,77.70608266185523,2.520156709847727e-06,
2023-11-30,QQQ,sell,2.8463036834938693e-05,152.08387161130315,,0.004324440070832936
2023-11-30,DIA,buy,8.927095858440133e-05,22.178602742819166,1.9799051269141e-06,
2024-01-31,SPY,buy,1.336895042292497e-05,36.953299388523206,4.940268274886703e-07,
2024-01-31,AAPL,sell,2.2258329098768246e-06,2155.681089526946,,0.004793387726355937
2024-01-31,IWM,sell,7.807647510568369e-05,87.195650311829,,0.006801121091874522
2024-01-31,QQQ,sell,2.555274610138963e-05,164.31462809081467,,0.004194491282376502
2024-01-31,DIA,buy,0.00013011302719368985,21.483212440281125,2.7952458044501142e-06,
2024-02-29,AAPL,sell,3.5851577395642426e-06,2497.7368186502017,,0.008945825706291563
2024-02-29,IWM,sell,5.0310665937287e-05,95.31115325181216,,0.004790372423758137
2024-02-29,DIA,sell,0.00024955396840265496,23.876898122637897,,0.005952616104970538
2024-02-29,SPY,buy,2.3575960686461226e-05,37.08832168833952,8.743928140511198e-07,
2024-02-29,QQQ,buy,1.3778301651488716e-05,161.41733404568114,2.2240567202605144e-06,
2024-04-30,DIA,sell,0.000588473118442586,31.021515563270004,,0.018237072674330383
2024-04-30,AAPL,sell,5.064299135690859e-06,3157.423846343116,,0.015974148717189104
2024-04-30,SPY,sell,0.00010145858391867016,40.025576161412616,,0.00405687733958794
2024-04-30,IWM,buy,0.0001733522367507117,77.11028679938971,1.3367240693163084e-05,
2024-04-30,QQQ,buy,6.519940731481122e-05,141.03184416535746,9.195192652096124e-06,
2024-05-31,DIA,sell,0.00012007622980186091,33.104615230534954,,0.003971102308537976
2024-05-31,AAPL,buy,3.1444252653978636e-07,3130.5894287942992,9.843904495488261e-07,
2024-05-31,IWM,sell,0.0001095526704238749,89.09289733082124,,0.009750604453573192
2024-05-31,SPY,buy,0.00024841877080946165,34.98095903772806,8.689926845888534e-06,
2024-05-31,QQQ,sell,1.6366254919927478e-05,147.13098725862156,,0.002405575260851107
2024-07-31,AAPL,sell,1.2520650997107555e-06,3290.7673025248014,,0.004116134635869849
2024-07-31,DIA,buy,0.0001237032546441393,30.818703378147244,3.812373911789144e-06,
2024-07-31,SPY,sell,2.7674204988963188e-05,35.10148808005557,,0.0009704343707685605
2024-07-31,IWM,buy,4.1000205609661696e-05,83.46774070087464,3.4221945305097884e-06,
2024-07-31,QQQ,buy,7.169352967875822e-05,125.42234645080433,8.991970717650234e-06,
2024-09-30,AAPL,buy,1.5402871130578926e-06,2976.854372635706,4.585210427620815e-06,
2024-09-30,SPY,sell,7.448542882840226e-05,35.648619093359436,,0.002652647377628937
2024-09-30,IWM,buy,7.958930530799994e-05,73.85187990608803,5.877819817415386e-06,
2024-09-30,DIA,buy,0.00015455734538302865,28.00049486895184,4.327682156356311e-06,
2024-09-30,QQQ,buy,0.00012620860711115155,98.39872041423557,1.2418765445000304e-05,
2024-10-31,SPY,buy,6.450707796476301e-05,34.28179443369389,2.2114183863062703e-06,
2024-10-31,DIA,sell,0.00014530944890591736,29.807221993036904,,0.004326939730223307
2024-10-31,AAPL,buy,1.7199925621957353e-06,2745.2249045298267,4.7217664173458e-06,
